permanent_id,authority_citation,requirement_name,approved_behavior,profile,platform,final_proof_layer,L1_code,L1_status,L1_obligation,L1_evidence_types,L2_code,L2_status,L2_obligation,L2_evidence_types,L3_code,L3_status,L3_obligation,L3_evidence_types,L4_code,L4_status,L4_obligation,L4_evidence_types,L5_code,L5_status,L5_obligation,L5_evidence_types,L6_code,L6_status,L6_obligation,L6_evidence_types,L7_code,L7_status,L7_obligation,L7_evidence_types
SPEC-MC-10,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-MC-10,Main composer — Methodology,"Choose Standard or 3-State, with approved suggestion/pin/default behavior.",visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-MC-11,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-MC-11,Main composer — Review before sending,Choose Review first or Send automatically with approved remembered/session behavior.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-MC-12,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-MC-12,Main composer — State Detection status bar,Compact request-state status/recommendation trigger with approved checking/no-change/recommendation/used states.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-MC-13,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-MC-13,Main composer — Reserved inline-feedback line,Dedicated one-message validation/recovery/error/next-step status line.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-01,Provider/model registry — refreshable source,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-02,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-02,Provider/model registry — stale/deprecated behavior,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-03,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-03,Claude destination family,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-04,Fable placement under Claude,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-05,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-05,OpenAI / ChatGPT destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-06,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-06,Google Gemini destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-07,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-07,xAI Grok destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-08,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-08,Perplexity destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-09,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-09,DeepSeek destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-10,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-10,Mistral destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-11,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-11,Microsoft Copilot destination,APPROVED / CONDITIONAL,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-12,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-12,Custom / Other destination,APPROVED,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-13,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-13,Local AI / Ollama removal,EXPLICIT USER CORRECTION,visible_connected,web,L6,SURFACE,APPLICABLE,"The approved provider, connection, or routing surface is reachable and does not claim connection success.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"Connection, routing, consent, unavailable, cancel, and retry states react honestly.",control_state_test;matching_deployment_identity,MANUAL_OR_MOCK_FUNCTION,APPLICABLE,The approved manual handoff or deterministic adapter boundary works without claiming a live provider result.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,CONNECTION_CONFIG_DURABILITY,APPLICABLE,Approved non-secret connection configuration and recovery state persist within identity and privacy boundaries.,persistence_result;secret_boundary_result;matching_deployment_identity,CONNECTION_COST_BOUNDARY,APPLICABLE,Any potentially paid connected route is blocked behind the proven money-safety boundary.,money_boundary_result;scoped_regression_result;matching_deployment_identity,LIVE_CONNECTED_FUNCTION,APPLICABLE,"A real authorized adapter proves the approved provider behavior, including secret, retry, failure, and prompt-injection boundaries.",provider_adapter_result;prompt_injection_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved connected behavior passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-PN-14,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-PN-14,Provider-specific request adapters,APPROVED,backend_connected,web,L6,NOT_AT_THIS_DEPTH,N/A,provider adapter execution begins at L6,,NOT_AT_THIS_DEPTH,N/A,provider adapter execution begins at L6,,NOT_AT_THIS_DEPTH,N/A,provider adapter execution begins at L6,,NOT_AT_THIS_DEPTH,N/A,provider adapter execution begins at L6,,NOT_AT_THIS_DEPTH,N/A,provider adapter execution begins after the L5 money-safety gate,,LIVE_CONNECTED_FUNCTION,APPLICABLE,"The approved provider adapter executes through real authorized boundaries with retry, failure, secret, cost, and injection proof.",provider_adapter_result;secret_boundary_result;prompt_injection_result,PRODUCTION_REGRESSION,APPLICABLE,The adapter passes scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-QA-01,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-QA-01,Quick Actions — Quick Actions bar,"Open compact tray with New Session, Templates, Saved Prompts, conditional Resume, More; one competing overlay.",visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-QA-02,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-QA-02,Quick Actions — New Session,"Recovery-save current work, create blank session, focus message field, and offer 10-second Undo.",visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-QA-03,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-QA-03,Quick Actions — Templates,Search/preview a reusable content template and insert/use it unsent.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
SPEC-QA-04,docs/authority/DIVERGENCE-AI-CONTROL-BEHAVIOR-MAP-v2.md#SPEC-QA-04,Quick Actions — Saved Prompts,Search/preview a saved prompt and insert it unsent.,visible_local,web,L3,SURFACE,APPLICABLE,"The approved surface, label, route, or destination exists and is honestly reachable.",route_or_shell_test;matching_deployment_identity,INTERACTION,APPLICABLE,"The approved control states, focus, keyboard, cancel, and recovery behavior react honestly.",control_state_test;interaction_accessibility_result;matching_deployment_identity,LOCAL_FUNCTION,APPLICABLE,The approved basic local or manual function completes without claiming an external effect.,local_end_to_end_result;no_fake_external_success_check;matching_deployment_identity,DURABILITY_REGRESSION,APPLICABLE,The proven local behavior remains correct across the durability changes that can affect it.,scoped_regression_result;matching_deployment_identity,MONEY_REGRESSION,APPLICABLE,The proven behavior remains correct and cannot bypass money-safety boundaries.,scoped_regression_result;money_boundary_result;matching_deployment_identity,CONNECTION_REGRESSION,APPLICABLE,The proven behavior remains correct when real adapters and external failures are present.,scoped_regression_result;matching_deployment_identity,PRODUCTION_REGRESSION,APPLICABLE,The approved behavior passes its scoped assertions on the immutable production-candidate deployment.,production_scoped_result;deployment_identity
